"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","label"
"1451","5hc71nKsUgtwQ3z52KEKQk",0.611,0.799,0,-5.719,1,0.0641,0.202,0.0277,0.123,0.51,101.038,347520,0
"1452","5E30LdtzQTGqRvNd7l6kG5",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,0
"1453","7A3xsBJMS1SlsOldNJBLsh",0.455,0.714,7,-6.436,1,0.0519,0.00136,0.415,0.114,0.412,169.94,251528,0
"1454","3RO8tQsiLI0cJFcWGTUZKk",0.895,0.109,0,-13.853,0,0.0996,0.534,0.549,0.106,0.546,134.067,118302,0
"1455","0s2daWQFrTz6UYhPQqHTYx",0.64,0.837,7,-4.204,1,0.0472,0.638,0,0.225,0.646,92.013,248360,0
"1456","0QZ5yyl6B6utIWkxeBDxQN",0.441,0.379,2,-9.545,1,0.0449,0.968,0.262,0.639,0.105,174.118,208227,0
"1457","7fkXzzIVo98CgjOkpd9H0V",0.447,0.206,3,-11.75,1,0.0519,0.956,4.56e-06,0.107,0.327,66.734,240791,0
"1458","0O7lENhqOySbsL743G7PqD",0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,224320,0
"1459","2UhmkV1lXMlRzmevvG8TRw",0.513,0.582,11,-7.394,0,0.0285,0.712,0.0369,0.0771,0.241,148.128,433547,0
"1460","6lFUdRItQEsEuD7dSINL47",0.54,0.661,3,-5.534,0,0.0381,0.0765,0,0.125,0.506,90.012,231107,0
"1461","2OFrAsP5Vrcb0DtsPNsm54",0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.769,190846,0
"1462","3yoGVIY5OrRIBvNA9PYOS7",0.434,0.104,7,-14.518,1,0.0341,0.823,4.47e-05,0.113,0.139,181.019,182240,0
"1463","6113aOfHIC0vbZVDZ6PpRV",0.586,0.721,2,-7.743,1,0.0289,0.369,0.16,0.141,0.657,84.987,269082,0
"1464","6K4t31amVTZDgR3sKmwUJJ",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,0
"1465","2JhsMqy0ZBF4QBcnZ68ugG",0.52,0.937,1,-4.605,1,0.0382,0.0893,5.59e-05,0.689,0.647,150.043,264933,0
"1466","1QX5gwMCQo05holMiIZV3b",0.6,0.915,4,-6.574,0,0.0568,0.237,0.144,0.293,0.471,102.49,233639,0
"1467","16RHXqV9K527pNj1v02PNC",0.441,0.977,1,-3.575,0,0.112,0.000154,0.000428,0.842,0.389,143.023,221499,0
"1468","1yGLVVwMTpffUFaOKSK3Iy",0.519,0.889,7,-4.468,1,0.0679,0.106,0.0232,0.199,0.783,180.085,228200,0
"1469","6vrUTGn5p8IrfTZ0J6sIVM",0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,289907,0
"1470","045sp2JToyTaaKyXkGejPy",0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,290707,0
"1471","2yxpMD9Fopz8FZEDSHRYy8",0.386,0.151,7,-16.492,1,0.0388,0.966,0.000897,0.119,0.0825,143.456,161413,0
"1472","6TPTyKIbSkqamPwtrUhNPk",0.395,0.364,5,-12.563,1,0.0318,0.465,0.207,0.108,0.227,140.053,262227,0
"1473","5KFcz1OYNXyDX7HzSIsNdk",0.762,0.376,4,-9.931,1,0.363,0.849,0,0.205,0.541,100.084,233747,0
